--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071055_43러7096.jpg	43라7096                  	0.3026
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071103_62루2510.jpg	62부2518                  	0.5666
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071120_62무2518.jpg	62루2518                  	0.6699
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071135_62부2518.jpg	62무2518                  	0.1820
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071138_3러7096.jpg	43서7096                  	0.3439
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071323_155오3940.jpg	155오3940                 	0.4749
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071325_152오3940.jpg	155오3940                 	0.4569
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071328_15오3940.jpg	155오3940                 	0.4658
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071553_35라3779.jpg	35너3779                  	0.0667
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071558_35러3779.jpg	35라3779                  	0.9618
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071629_151777.jpg	15어3779                  	0.5028
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071800_3서8314.jpg	137서8314                 	0.4971
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071802_37서8334.jpg	1378314                  	0.5103
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071804_13서8314.jpg	137저8314                 	0.7458
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071807_13서831.jpg	137저8314                 	0.4737
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071809_137서8334.jpg	137서8314                 	0.5154
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071811_137서8314.jpg	137저8314                 	0.5524
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071814_37서8311.jpg	137저8314                 	0.3972
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071816_13서8311.jpg	137저8314                 	0.6188
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071821_137서834.jpg	137저8314                 	0.7127
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071823_13구서8311.jpg	137저8314                 	0.5466
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071826_137서8311.jpg	137저8314                 	0.6312
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071830_13서8313.jpg	137저8314                 	0.9555
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-071835_13서8334.jpg	137저8314                 	0.4483
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072458_1089우9312.jpg	108우9312                 	0.9924
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072500_109우9312.jpg	108우9312                 	0.8139
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072507_10러9우9312.jpg	108우9312                 	0.7550
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072509_108우9312.jpg	1089312                  	0.4199
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072519_10우9312.jpg	108우9312                 	0.4015
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072521_10899우9312.jpg	108우9312                 	0.2543
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072535_1809우9312.jpg	108우9312                 	0.9025
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072540_1089우9317.jpg	108우9312                 	0.9472
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072757_13구7440.jpg	13구7440                  	0.4272
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072808_3구7440.jpg	13구7440                  	0.7939
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-072832_39구7440.jpg	3구7440                   	0.5717
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073155_32우0769.jpg	32우0769                  	0.4940
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073204_343거4877.jpg	347저4877                 	0.1866
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073207_3437거4877.jpg	347거4877                 	0.2970
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073212_3437가4877.jpg	3474877                  	0.7785
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073219_34737거4877.jpg	347거4877                 	0.7771
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073222_3473거4877.jpg	347거4877                 	0.7605
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073232_32우0767.jpg	32두07691                 	0.3278
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073232_343가거4077.jpg	347거4077                 	0.7089
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073859_55모8966.jpg	55모8966                  	0.5727
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073906_5모8966.jpg	55모8966                  	0.8487
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-073920_55오8966.jpg	55모8966                  	0.8360
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074047_37노7505.jpg	07노7505                  	0.3332
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074123_57노7505.jpg	755                      	0.4680
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074319_06소2946.jpg	06소2946                  	0.5836
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074356_06소7946.jpg	06소2946                  	0.5218
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074443_3마2375.jpg	334서2375                 	0.4097
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074447_33마2375.jpg	334서2375                 	0.7585
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074450_34마2375.jpg	334서2375                 	0.5230
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074457_334마2375.jpg	334서머2375                	0.4161
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-074506_3아2375.jpg	334서2375                 	0.4641
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080047_331저2702.jpg	331저2702                 	0.5423
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080051_31저2702.jpg	331저2702                 	0.5495
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080059_33저2702.jpg	331저2702                 	0.7118
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080126_23로8393.jpg	263로8393                 	0.4359
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080131_263로8393.jpg	263호8393                 	0.4657
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080133_263로0393.jpg	263호8393                 	0.6885
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080136_23모8393.jpg	263호8393                 	0.2559
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080138_23로모8393.jpg	263로8393                 	0.4546
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080335_30바7595.jpg	30어7595                  	0.2087
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080349_3바7595.jpg	030바7595                 	0.5301
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080840_46도4660.jpg	46노660                   	0.7705
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080850_16도4660.jpg	16노4660                  	0.7707
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080909_654660.jpg	6노46606                  	0.2774
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080919_65도4660.jpg	6노4660                   	0.6003
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080933_56수4391.jpg	56수4391                  	0.7714
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-080952_72로2755.jpg	72로2755                  	0.6573
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081049_56버0926.jpg	56머0926                  	0.9136
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081119_6노0926.jpg	60926                    	0.2995
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081353_14누9139.jpg	14누9119                  	0.3269
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081355_14누9119.jpg	14누9119                  	0.6172
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081357_146누9119.jpg	14누9119                  	0.6634
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081410_16누9119.jpg	14누9119                  	0.9802
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081414_14부9119.jpg	14누9119                  	0.8729
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081417_16누9139.jpg	14누9119                  	0.9480
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081419_20어9023.jpg	20머9023                  	0.4225
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081422_14수9137.jpg	14누9119                  	0.9982
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081424_20머어9023.jpg	20어9023                  	0.5070
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081427_20머9027.jpg	20어9023                  	0.9224
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081430_14누9117.jpg	14누9119                  	0.5574
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081435_20머9023.jpg	209023                   	0.7663
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081442_2029023.jpg	20머9023                  	0.8364
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081445_2019027.jpg	20어9023                  	0.7820
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081447_20머어9027.jpg	20어9023                  	0.2459
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081456_70배9073.jpg	108902                   	0.3939
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081501_20어9027.jpg	20어9023                  	0.8070
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081535_66부4977.jpg	66부4977                  	0.5854
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081546_6부4977.jpg	66부4977                  	0.9791
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081633_35하3779.jpg	35라3779                  	0.9740
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081638_30바7748.jpg	30바7748                  	0.5869
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081638_35러나3779.jpg	353779                   	0.5014
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081646_30바7740.jpg	30바7740                  	0.4120
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-081703_3바7748.jpg	307748                   	0.3135
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-082158_55다8673.jpg	55다8673                  	0.5026
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-082226_5다8673.jpg	5나8673                   	0.5951
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-082233_50오28673.jpg	5너0673                   	0.3372
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-083331_14우3390.jpg	14두3390                  	0.7915
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-083347_149우3390.jpg	14우3390                  	0.6058
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-083532_17노7679.jpg	17노7679                  	0.3799
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-083536_7노7679.jpg	17노7679                  	0.6742
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084021_30바0246.jpg	30어8246                  	0.9386
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084024_30바8246.jpg	030어8246                 	0.9110
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084026_30바8266.jpg	30바0246                  	0.5312
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084045_3바8246.jpg	030어8246                 	0.5004
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084102_56어6024.jpg	56어60244                 	0.2874
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084105_56어6021.jpg	56어6024                  	0.6021
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084147_56어6074.jpg	566024                   	0.5740
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084339_09누7078.jpg	09누7878                  	0.5860
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084342_09누7878.jpg	09누7878                  	0.3738
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084346_09부7878.jpg	09누7878                  	0.9901
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084434_31두3273.jpg	31누3273                  	0.4826
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084441_31두37273.jpg	31두3273                  	0.7287
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084505_31무3773.jpg	31누3273                  	0.6169
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084509_31두3773.jpg	31누3273                  	0.8458
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084521_30러6410.jpg	30러6410                  	0.7463
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-084828_38구6648.jpg	38구6648                  	0.7871
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-085101_3하4673.jpg	33어4673                  	0.9425
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-085106_33하4673.jpg	33어46732                 	0.2523
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-085258_21누3307.jpg	21누3307                  	0.8493
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-085820_36무2958.jpg	366우2958                 	0.6766
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-085827_369무2950.jpg	366우2958                 	0.8962
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-085832_369무2958.jpg	366우2958                 	0.9432
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-085837_36무2950.jpg	366우2958                 	0.5195
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-090110_38807.jpg	                         	0.9994
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-090403_22수0257.jpg	22수0257                  	0.6277
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-090410_2수0257.jpg	22수0257                  	0.9978
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-090955_58480.jpg	                         	0.9989
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091114_68주5633.jpg	68주5633                  	0.4368
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091142_24라7971.jpg	24라7971                  	0.5293
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091145_24러7971.jpg	24라7971                  	0.9896
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091155_214라7971.jpg	24라7971                  	0.2190
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091322_11모2648.jpg	11모2648                  	0.7259
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091333_11오2648.jpg	11모2648                  	0.8285
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091401_95루0391.jpg	950391                   	0.3821
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091410_95루0393.jpg	95091                    	0.2984
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091413_95구0391.jpg	950391                   	0.8792
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091417_95부구0399.jpg	7501391                  	0.4470
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091429_95루0399.jpg	950391                   	0.9336
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091446_95루039.jpg	711391                   	0.2927
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091515_47누9510.jpg	47누9510                  	0.4322
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091522_47부9510.jpg	47누9510                  	0.8696
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091622_15두8748.jpg	113774                   	0.0655
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091624_1515두8748.jpg	115두8748                 	0.3099
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091627_115무8748.jpg	115누8748                 	0.6671
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091632_115두8748.jpg	115두8748                 	0.9512
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091720_15두879.jpg	110940                   	0.2769
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091855_29보2411.jpg	29보2411                  	0.5060
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091929_29보7411.jpg	297보2411                 	0.3493
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091934_28로0442.jpg	28모0442                  	0.4459
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-091944_78로0417.jpg	28보0442                  	0.2999
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092008_28로0137.jpg	28보0442                  	0.7695
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092105_04더3432.jpg	04더3432                  	0.6168
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092126_04누6411.jpg	04누6411                  	0.5966
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092129_04부6411.jpg	04누6411                  	0.5630
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092146_04더3437.jpg	043417                   	0.4590
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092452_17무6938.jpg	1776948                  	0.3896
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092454_177부6938.jpg	177부6938                 	0.7731
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092501_177부6933.jpg	177부6938                 	0.5023
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092511_1797부6938.jpg	177부6938                 	0.2878
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092513_177부6930.jpg	177부6938                 	0.5054
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092518_17부693.jpg	177부6938                 	0.5400
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092711_25다1977.jpg	25나1977                  	0.7386
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092751_50다1977.jpg	25나1977                  	0.1786
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-092812_75다1977.jpg	7510977                  	0.6192
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093218_347거4877.jpg	347거4877                 	0.2980
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093223_34거4877.jpg	347저4877                 	0.8487
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093228_34가거4877.jpg	347거4877                 	0.6516
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093333_59마9901.jpg	59머9901                  	0.4223
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093357_59아9901.jpg	59머9901                  	0.7456
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093654_161서6777.jpg	151서6777                 	0.9073
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093701_1616서6777.jpg	161서6777                 	0.9638
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093706_16서6777.jpg	161서6777                 	0.6639
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093708_161사6777.jpg	161서6777                 	0.8911
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093711_16구서6777.jpg	161서6777                 	0.5560
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093713_161구서6777.jpg	161서6777                 	0.9839
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-093736_16너1서6777.jpg	161서6777                 	0.6239
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-094255_58루7534.jpg	58루7534                  	0.9199
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-094318_58부7534.jpg	58루7534                  	0.6391
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-094337_58부루7534.jpg	58루7534                  	0.3953
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095036_3두6933.jpg	333우0973                 	0.4827
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095038_3무6933.jpg	333부6933                 	0.3909
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095043_33두6933.jpg	333우6933                 	0.4707
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095102_33무6933.jpg	333우6933                 	0.4859
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095119_3두693.jpg	333두693                  	0.7200
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095925_27부9970.jpg	274부9970                 	0.5007
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095927_274부9970.jpg	274부9970                 	0.4260
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095939_27너4부9970.jpg	274부9970                 	0.7272
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-095958_27버부9970.jpg	274부9970                 	0.7155
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100000_2744부9970.jpg	274부9970                 	0.5228
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100347_32우1090.jpg	32우1090                  	0.3126
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100401_32무1090.jpg	32무1090                  	0.3123
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100433_30바8258.jpg	30어8258                  	0.6146
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100438_30바0258.jpg	30어8258                  	0.8336
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100459_3바8258.jpg	30어8258                  	0.7551
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100505_58저9656.jpg	58저9656                  	0.3843
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100550_19구4873.jpg	19구4873                  	0.4085
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100552_59구4873.jpg	19구4873                  	0.9701
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100604_9구4873.jpg	19구4873                  	0.9522
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100627_59우9구4873.jpg	19구4873                  	0.8576
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100805_52089.jpg	                         	0.9996
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100928_11모2752.jpg	11모2752                  	0.9035
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100931_1모2752.jpg	11모2752                  	0.9926
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100935_1오2752.jpg	11모2752                  	0.9636
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-100940_1모2757.jpg	11모2752                  	0.9708
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101114_212우2215.jpg	212무2215                 	0.6299
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101116_2우2215.jpg	212무2215                 	0.7012
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101119_2모우2215.jpg	212무2215                 	0.8867
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101121_21조2우2215.jpg	212무2215                 	0.5715
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101128_212오우2215.jpg	212무2215                 	0.6664
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101131_22우2215.jpg	212무2215                 	0.6076
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101133_21모우2215.jpg	212무2215                 	0.9698
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101135_57루1058.jpg	57루1058                  	0.3466
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101150_57부1058.jpg	57무1058                  	0.3813
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101153_246라2839.jpg	2462839                  	0.4021
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101155_246러2839.jpg	246라2839                 	0.5226
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101203_2466러20839.jpg	246러2839                 	0.3179
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101220_2466러2839.jpg	246라2839                 	0.6285
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101223_66서5901.jpg	66서5901                  	0.6071
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101225_6서5901.jpg	66서5901                  	0.6963
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101228_2466라러2839.jpg	246러2839                 	0.8683
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101232_76가7839.jpg	7467010                  	0.2730
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101246_66서5951.jpg	66서5901                  	0.8342
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101256_190다4266.jpg	196너4266                 	0.7684
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101258_196다4266.jpg	196나4266                 	0.6331
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101308_19너6다4266.jpg	196나4266                 	0.8463
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101310_96다4266.jpg	196나4266                 	0.8034
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101315_1969다4266.jpg	196너4266                 	0.8425
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101322_30바8327.jpg	30어8327                  	0.8351
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101349_3바8327.jpg	30어8327                  	0.9052
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101356_20너2166.jpg	28너2166                  	0.7861
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101401_28너2166.jpg	28너2166                  	0.6912
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101406_282너2166.jpg	28너2166                  	0.3374
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101418_28너2160.jpg	28너2166                  	0.3918
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101555_307루9818.jpg	307우9818                 	0.8722
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101602_30루9818.jpg	307우9818                 	0.4386
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101616_307루9810.jpg	307우9818                 	0.9509
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101621_307부9818.jpg	307우9818                 	0.9680
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101710_29무1199.jpg	29두1199                  	0.2313
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101712_29구1199.jpg	29루1199                  	0.3426
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101729_29무1197.jpg	29무1199                  	0.6509
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101736_299무1199.jpg	29두1199                  	0.8253
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101738_29구무1199.jpg	29도1199                  	0.3663
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101740_29무119.jpg	29두1195                  	0.9503
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101743_29우1199.jpg	29두1199                  	0.2856
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-101926_56보7762.jpg	567762                   	0.7473
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102124_1699저3743.jpg	169저3743                 	0.9434
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102127_16구우저3743.jpg	169저3743                 	0.8006
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102129_169우자3743.jpg	169저3743                 	0.5971
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102131_16우저3743.jpg	169저3743                 	0.5397
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102136_169구가3743.jpg	169저3743                 	0.9514
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102138_16구저3743.jpg	169저3743                 	0.6889
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102150_16구9저3743.jpg	169저3743                 	0.4235
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102157_169저3743.jpg	169저3743                 	0.3701
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102502_37088.jpg	                         	0.9995
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102700_54노4648.jpg	54노648                   	0.3982
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102710_54노4618.jpg	54노4648                  	0.8618
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102728_54소노4648.jpg	4노4648                   	0.7567
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102735_39버6568.jpg	39버6568                  	0.8571
C:\Users\goback\Downloads\lpr\0912\one_line\20220831-102748_39버6560.jpg	39버6568                  	0.6467
